전년할인율,brand,ON/OFF,fr_or_cls,REGION,SUB REGION,account_nm_cn,account_id,POS CHANNEL,New code,Original code,Store Name,PROVINCE,CITY,trade_zone,KEY STORE,UPGRADE ACTION,UPGRADE FLAG, UPGRADE DATE ,REOPEN DATE,Open Date,Open YM,Close Date,Close YM, Original Space CAD , Original Space Sell ,Original Floor,Original Shop Location Level,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
7.1437%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5304,CN5304,ML 宁波 北仑银泰城,浙江省,宁波市,F3,#REF!,,Existing,,,2021-09-01,202109,,999999,212,184,1F,A,706675.4495,727801.5243,449757.6162,476291.8001,484775.9723,393789.1239,392707.5255,155336.4347,485395.5585,581797.2469,536727.4437,708944.3041
11.5194%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN6215,CN6215,ML 宁波 慈溪云泰PARK,浙江省,宁波市,F3,#REF!,,Existing,,,2023-12-02,202312,,999999,211,175,1F,,263555.7281,272733.4491,195386.5054,206913.6509,210599.3978,171072.3243,170602.4496,197810.0905,210868.5623,252747.9843,233168.4797,264541.378
5.5279%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5474,CN5474,ML 宁波 环球银泰城,浙江省,宁波市,F3,#REF!,,Y25 CLOSE,,,2021-12-10,202112,2025-08-31,202508,432,328,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN6079,CN6079,ML 宁波 来福士广场,浙江省,宁波市,F3,#REF!,,CLOSED,,,2023-08-04,202308,2024-04-30,202404,213,172,1F,,0,0,0,0,0,0,0,0,0,0,0,0
7.1440%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5380,CN5380,ML 宁波 鄞州印象城,浙江省,宁波市,F3,#REF!,,Existing,,,2021-10-02,202110,,999999,170,155,1F,,338146.9719,349922.1611,250684.573,265474.1181,270203.001,219489.0199,218886.1618,253794.0784,270548.3441,324280.4327,299159.5588,339411.5793
8.7119%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5609,CN5609,ML 衢州 万达,浙江省,衢州市,F3,#REF!,,Y26 CLOSE,,,2022-05-01,202205,2026-03-31,202603,218,186,1F,,120000,140000,80000,0,0,0,0,0,0,0,0,0
4.8660%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5552,CN5552,ML 绍兴 柯桥万达,浙江省,绍兴市,F3,#REF!,,Existing,,,2022-04-01,202204,,999999,224,189,1F,,741934.2383,767770.3888,550031.4454,582481.4474,592857.1727,481584.7319,480261.9903,556854.0661,593614.8962,711509.42,656391.2673,744708.9358
6.8976%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN6119,CN6119,ML 绍兴 上虞上百万和城,浙江省,绍兴市,F3,#REF!,,Existing,,,2023-08-15,202308,,999999,147,129,1F,,492302.209,509445.4993,364967.246,386499.0837,393383.7808,319550.1907,318672.5002,369494.32,393886.5598,472114.1594,435541.1224,494143.3287
12.3121%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5872,CN5872,ML 绍兴 上虞上百万悦城,浙江省,绍兴市,F3,#REF!,,Existing,,,2022-12-23,202212,,999999,250,209,1F,,245653.8296,254208.1582,182114.9692,192859.1387,196294.5331,159452.3174,159014.3587,184373.9334,196545.4147,235580.1967,217330.6207,246572.5297
4.1286%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN6477,CN6477,ML 宿州 苏宁广场,安徽省,宿州市,F3,#REF!,,Y25 NEW,,,2025-11-08,202511,,999999,,,,,320000,270000,220000,220000,250000,220000,310000,310000,330000,380000,330000,380000
7.4640%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5704,CN5704,ML 台州 椒江宝龙城,浙江省,台州市,F3,#REF!,,Existing,,,2022-06-24,202206,,999999,219,172,1F,,332179.6724,343747.0642,246260.7276,260789.2807,265434.7127,215615.6842,215023.4648,249315.3593,265773.9615,318557.8369,293880.2725,333421.9632
5.8272%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5373,CN5373,ML 温州 瑞安吾悦,浙江省,温州市,F3,#REF!,,Existing,,,2021-09-17,202109,,999999,191,157,1F,,466443.9112,482686.7458,345797.2492,366198.1217,372721.1984,302765.7362,301934.1467,350086.5375,373197.5688,447316.244,412664.2149,468188.3256
10.1754%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5254,CN5254,ML 芜湖 苏宁,安徽省,芜湖市,F3,#REF!,,Y26 CLOSE,,,2021-07-03,202107,2026-11-30,202611,213,140,1F,,470000,490000,320000,290000,340000,370000,250000,260000,280000,520000,380000,0
5.8251%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN6043,CN6043,ML 舟山 东港凯虹广场,浙江省,舟山市,F3,#REF!,,Existing,,,2023-06-30,202306,,999999,165,124,1F,,342125.1715,354038.8924,253633.8033,268597.343,273381.8598,222071.2436,221461.2931,256779.8911,273731.2658,328095.4966,302679.083,343404.6567
8.0541%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5435,CN5435,ML 杭州 龙湖丁桥天街,浙江省,杭州市,F4,#REF!,,Y25 CLOSE,,,2021-10-15,202110,2025-06-30,202506,251,225,1F,,0,0,0,0,0,0,0,0,0,0,0,0
5.6362%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5112,CN5112,ML 杭州 中大银泰城,浙江省,杭州市,F4,#REF!,,Y25 CLOSE,,,2021-04-23,202104,2025-05-28,202505,214,170,B1,,0,0,0,0,0,0,0,0,0,0,0,0
8.2089%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5896,CN5896,ML 宁波 鄞州龙湖天街,浙江省,宁波市,F4,#REF!,,Y25 CLOSE,,,2022-12-23,202212,2025-06-30,202506,190,157,1F,,0,0,0,0,0,0,0,0,0,0,0,0
9.6562%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5882,CN5882,ML 绍兴 大悦城,浙江省,绍兴市,F4,#REF!,,Y25 CLOSE,,,2022-11-25,202211,2025-11-24,202511,200,149,1F,,0,0,0,0,0,0,0,0,0,0,0,0
5.2579%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN6057,CN6057,ML 杭州 湖滨88,浙江省,杭州市,F2,#REF!,,Existing,,,2023-06-30,202306,,999999,220,189,1F,A,921947.7733,954052.4804,783484.1152,723807.375,736700.535,298430.3571,696786.6823,691962.0901,737642.1029,884141.0622,865649.7383,975395.6883
3.7703%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,CN5491,CN5491,ML 杭州 万象城,浙江省,杭州市,H,#REF!,,Y25 CLOSE,,,2021-12-21,202112,2025-10-09,202510,175,144,B1,A,0,0,0,0,0,0,0,0,0,0,0,0
43.7134%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN5378,CN5378,ML 杭州 超山百联 FO,浙江省,杭州市,O1,#REF!,,Y26 Upgrade,2026-09-01,2026-10-01,2021-09-29,202109,,999999,290,243,1F,,1720000,850000,830000,830000,880000,620000,620000,620000,670000,920000,870000,1200000
37.7963%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN5758,CN5758,ML 杭州 下沙奥莱二店 FO,浙江省,杭州市,O1,#REF!,,Existing,,,2022-08-07,202208,,999999,151,138,1F,,1372478.886,1420272.301,1017484.443,1077512.597,1096706.298,890867.1983,888420.3037,1030105.377,1098107.985,1316197.05,1214235.856,1377611.704
46.7408%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN5089,CN5089,MM 杭州 下沙奥莱一店 FO,浙江省,杭州市,O1,#REF!,,Y26 Upgrade,2026-07-02,2026-08-01,2021-01-29,202101,,999999,311,256,1F,,2466483.795,2552373.41,1828522.768,1936399.45,1970892.478,1600978.733,1596581.415,1851203.866,1973411.451,2365339.627,2182105.017,2475707.99
43.8371%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN6351,CN6351,ML 杭州 砂之船 FO,浙江省,杭州市,O2,#REF!,,Existing,,,2024-08-24,202408,,999999,152,126,1F,,1430000,470000,680000,790000,740000,680000,620000,770000,520000,1020000,820000,820000
45.7574%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN6007,CN6007,ML 杭州 首创奥莱 FO,浙江省,杭州市,O2,#REF!,,Existing,,,2023-04-25,202304,,999999,250,197,1F,,517165.957,535175.0699,383399.9351,406019.2395,413251.6485,335689.0892,334767.071,388155.6493,413779.8204,495958.3089,457538.1488,519100.0625
28.0308%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN5294,CN5294,ML 合肥 砂之船奥莱 FO,安徽省,合肥市,O2,#REF!,,Existing,,,2021-07-23,202107,,999999,225,193,1F,,944822.4214,977723.6855,700442.1892,741765.9183,754978.9733,513278.1438,531593.6873,539130.5131,655943.9026,706077.6797,735887.0026,748355.8834
32.9185%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN6418,CN6418,ML 宁波 前湾盛世里 FO,浙江省,宁波市,O2,#REF!,,Y25 NEW,,,2025-05-30,202505,,999999,235,181,1F,,460000,260000,260000,310000,360000,310000,270000,270000,270000,370000,320000,320000
32.4235%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN5940,CN5940,ML 台州 奥莱 FO,浙江省,台州市,O2,#REF!,,Existing,,,2023-04-30,202304,,999999,276,239,1F,,642479.2465,664852.1061,476300.6887,504400.8244,513385.7018,417029.1378,415883.7074,482208.7489,514041.8538,616132.8222,568403.1617,644882.0007
35.3556%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN5711,CN5711,ML 温州 瓯海银泰百货 FO,浙江省,温州市,O2,#REF!,,Existing,,,2022-07-23,202207,,999999,265,231,1F,,745912.4379,771887.1201,552980.6757,585604.6723,596036.0315,484166.9556,482837.1216,559839.8788,596797.8178,715324.484,659910.7915,748702.0132
35.4858%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN5868,CN5868,ML 杭州 银泰百货文化广场 FO,浙江省,杭州市,O3,#REF!,,Y25 CLOSE,,,2023-09-01,202309,2025-06-30,202506,120,90,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FO,CN6238,CN6238,ML 衢州 爱琴海购物公园 FO,浙江省,衢州市,O3,#REF!,,CLOSED,,,2023-12-29,202312,2024-12-31,202412,220,182,1F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,OTHERS,CN5588,CN5588,ML 杭州 万象城 POP,浙江省,杭州市,POP-UP,#REF!,,OTHERS,,,2022-04-01,202204,2022-07-31,202207,53, -   ,B1,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,OTHERS,CN6181,CN6181,ML 宁波 余姚五彩城 POP,浙江省,宁波市,POP-UP,#REF!,,OTHERS,,,2023-10-09,202310,2024-01-10,202401,61,57,1F,,0,0,0,0,0,0,0,0,0,0,0,0
5.3882%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,OTHERS,CN5943,CN5943,ML 温州 世贸银泰百货 POP,浙江省,温州市,POP-UP,#REF!,,OTHERS,,,2022-12-25,202212,,999999,90,79,6F,,535266,232511,323359,274005,295744,189567,210179,261439,205508,437626.08,463914.6,389015
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,Y26-New3,Y26 New Open 39,瑶海天地,安徽省,合肥市,F2,#REF!,,,,,,190001,,999999,,,,,320000,270000,220000,220000,250000,220000,310000,310000,330000,380000,330000,380000
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,Y26 New Open 08,Y26 New Open 08,ML 芜湖inpark,安徽省,芜湖市,F3,#REF!,,Y26 NEW,,,2026-05-01,202605,,999999,,,,,0,0,0,0,370000,320000,380000,410000,430000,460000,430000,480000
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,FP,Y26 New Open 07,Y26 New Open 41,ML 绍兴 苏宁,浙江省,绍兴市,F3,#REF!,,Y26 NEW,,,2026-06-01,202606,,999999,,,,,0,0,0,0,0,510000,370000,420000,370000,620000,520000,620000
10.6519%,MLB,Offline,FR,CENTRAL,华东,杭州宇振商业有限公司,D012,OTHERS,CN5868 POP-UP,CN5868 POP-UP,杭州 银泰百货文化广场(popup),浙江省,杭州市,POP-UP,#REF!,,OTHERS,,,2022-11-01,202211,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
0.5712%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5009,CN5009,ML 合肥 银泰中心2期,安徽省,合肥市,F1,#REF!,,Y25 UPGRADE,2025-08-30,2025-09-29,2020-08-29,202008,,999999,190,156,4F,A,800000,870000,600000,600000,711269.6643,577772.567,576185.6317,668075.5886,712178.7293,853620.5509,787493.5445,893451.0691
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5066,CN5066,ML 上海 南京路世茂（经销商）,上海市,上海市,F2,#REF!,,CLOSED,,,2020-12-21,202012,2024-12-31,202412,190,159,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5555,CN5555,ML 合肥 庐阳万象汇,安徽省,合肥市,F3,#REF!,,Existing,,,2022-04-26,202204,,999999,243,168,1F,,374945.3188,388001.9257,277964.953,294363.9486,299607.4452,243374.5897,242706.1264,281412.8457,299990.3698,359569.7739,331715.1579,376347.5453
0.0317%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5501,CN5501,ML 淮安 水渡口万达,江苏省,淮安市,F3,#REF!,,Existing,,,2022-01-25,202201,,999999,193,178,1F,,457492.9619,473424.1003,339161.4811,359170.8657,365568.766,296955.7328,296140.1012,343368.459,366035.9949,438732.3502,404745.2854,459203.9014
0.0143%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5357,CN5357,ML 上海 打浦桥日月光,上海市,上海市,F3,#REF!,,Y25 CLOSE,,,2021-09-24,202109,2025-10-09,202510,203,163,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5768,CN5768,ML 宿迁 宿城吾悦,江苏省,宿迁市,F3,#REF!,,Existing,,,2022-08-25,202208,,999999,225,188,1F,,370967.1191,383885.1944,275015.7227,291240.7237,296428.5863,240792.3659,240130.9951,278427.033,296807.4481,355754.71,328195.6336,372354.4679
0.1300%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5489,CN5489,ML 芜湖 镜湖万达,安徽省,芜湖市,F3,#REF!,,Existing,,,2021-12-07,202112,,999999,170,156,1F,,603691.7998,624713.9759,447545.6935,473949.3815,482391.8282,391852.4561,390776.1771,423097.0752,433008.3672,528935.949,534087.8006,545949.496
0.1329%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN6380,CN6380,ML 扬州 京华城,江苏省,扬州市,F3,#REF!,,Y26 NEW,,,2026-05-01,202605,,999999,105,84,1F,,0,0,0,0,535637.7137,435104.7041,433909.6266,503109.4377,536322.3056,642838.2696,593039.8313,672833.5425
0.0141%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5001,CN5001,ML 南京 德基2期,江苏省,南京市,H,#REF!,,Y26 UPGRADE,2026-08-01,2026-09-01,2020-06-24,202006,,999999,308,258,5F,B,950000,1000000,700000,700000,700000,700000,700000,720000,780000,900000,830000,1000000
6.4873%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FO,CN5358,CN5358,ML 南京 砂之船奥莱一店 FO,江苏省,南京市,O2,#REF!,,Existing,,,2021-09-28,202109,,999999,279,208,B1,,1519020.59,1571916.982,1126122.839,1192560.292,1213803.334,985986.4738,983278.3204,1140091.329,1215354.681,1456729.455,1343881.706,1524701.447
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,OTHERS,CN6255,CN6255,ML 徐州 铜山万达 POP,江苏省,徐州市,POP-UP,#REF!,,OTHERS,,,2023-12-07,202312,2025-06-10,202506,50,47,1F,,0,0,0,0,0,0,0,0,0,0,0,0
90.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,OTHERS,CN4270,CN4270,MLB 上海凌博残次仓,江苏省,常熟市,DC,#REF!,,OTHERS,,,2025-07-09,202507,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
4.5787%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,OTHERS,CN4080,CN4080,上海凌博 内购仓,江苏省,常熟市,DC,#REF!,,OTHERS,,,2020-01-01,202001,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5018,CN5018,ML 南京 景枫,江苏省,南京市,F1,#REF!,,CLOSED,,,2020-09-19,202009,2023-05-05,202305,181,145,B1,,0,0,0,0,0,0,0,0,0,0,0,0
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5557,CN5557,ML 南京 万象天地,江苏省,南京市,F1,#REF!,,Y25 UPGRADE,2025-10-16,2025-11-20,2022-09-30,202209,,999999,217,195,B1,A,585789.9013,606188.685,434274.1573,459894.8693,468086.9634,380232.4491,379188.0861,439660.9181,468685.2196,561768.1614,518249.9416,587980.6477
10.6519%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5437,CN5437,ML 南通 万象城,江苏省,南通市,F1,#REF!,,CLOSED,,,2021-11-18,202111,2023-08-22,202308,156,133,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.1029%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5037,CN5037,ML 上海 万象城,上海市,上海市,F1,#REF!,,Y24 UPGRADE,2024-10-19,2024-10-19,2020-10-16,202010,,999999,237,199,B1,B,1081075.76,1118721.733,801453.326,848736.3717,863854.8884,701719.3077,699791.9349,711394.5976,864958.9707,936743.6187,956430.7071,1085118.784
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5234,CN5234,ML 常熟 印象城,江苏省,常熟市,F2,#REF!,,Y25 UPGRADE,2025-06-26,2025-07-25,2021-07-17,202107,,999999,170,145,1F,A,878187.5769,908768.4361,651042.5822,689451.9009,701733.0878,570025.8957,568460.2378,659118.1506,702629.9642,842175.3591,776934.9718,881471.8369
0.0114%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5766,CN5766,ML 常州 环球港,江苏省,常州市,F2,#REF!,,Y25 UPGRADE,2025-08-20,2025-09-13,2022-09-02,202209,,999999,227,198,1F,A,921947.7733,954052.4804,683484.1152,723807.375,736700.535,598430.3571,596786.6823,691962.0901,737642.1029,884141.0622,815649.7383,925395.6883
0.0162%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN6313,CN6313,ML 常州 万象城,江苏省,常州市,F2,#REF!,,Existing,,,2024-05-30,202405,,999999,384,289,2F,A,1122752.809,1161850.089,832350.5219,881456.3981,897157.7556,728771.6116,726769.9357,842675.0441,898304.4019,1076711.599,993302.5074,1126951.698
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN6459,CN6459,ML 淮安 万象城,江苏省,淮安市,F2,#REF!,,Y25 NEW,,,2025-09-17,202509,,999999,190,190,1F,,714086.8406,738953.2696,529386.8335,560618.873,570605.1609,463509.1655,462236.0711,535953.3773,571334.4443,684803.9726,631754.5977,716757.394
0.0032%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5175,CN5175,ML 淮安 新亚,江苏省,淮安市,F2,#REF!,,Y24 UPGRADE,2024-08-24,2024-08-24,2021-05-01,202105,,999999,245,205,5F,A,1642996.463,1700210.03,1218032.102,1289891.892,1312868.699,1066458.414,1063529.233,1033140.64,1114546.66,1575621.397,1453563.503,1649140.968
0.0024%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5223,CN5223,ML 连云港 苏宁,江苏省,连云港市,F2,#REF!,,Y26 Upgrade,2026-03-02,2026-04-01,2021-07-03,202107,,999999,280,225,1F,A,1554481.521,1608612.758,1152411.728,1220400.137,1242139.09,1009003.936,1006232.561,1166706.307,1243726.652,1490736.225,1375254.089,1560294.996
0.0304%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5603,CN5603,ML 南京 弘阳,江苏省,南京市,F2,#REF!,,Y25 UPGRADE,2025-06-16,2025-07-12,2022-04-27,202204,,999999,244,211,1F,A,911007.7242,942731.4693,675373.7319,715218.5064,727958.6732,591329.2418,589705.0711,683751.1053,728889.0682,873649.6364,805971.0467,914414.7255
10.6519%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5003,CN5003,ML 南京 弘阳_闭店,江苏省,南京市,F2,#REF!,,CLOSED,,,2020-07-18,202007,2022-07-07,202207,144,120,B1,,0,0,0,0,0,0,0,0,0,0,0,0
0.0201%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5492,CN5492,ML 南京 建邺金鹰,江苏省,南京市,F2,#REF!,,Y24 UPGRADE,2024-09-04,2024-09-04,2021-12-05,202112,,999999,263,224,6F,A,693201.2923,717340.4303,513903.3746,544221.9421,553916.152,449952.4908,448716.6316,450277.8607,484624.1054,604774.8871,613277.0956,655793.7376
0.2497%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN6058,CN6058,ML 南京 景枫广场,江苏省,南京市,F2,#REF!,,Existing,,,2023-06-21,202306,,999999,299,243,B1,B,1396348.084,1444972.689,1035179.825,1096251.947,1115779.451,906360.5409,903871.0916,1048020.253,1117205.515,1339087.434,1235353.002,1401570.169
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5558,CN5558,ML 南京 新百,江苏省,南京市,F2,#REF!,,Y26 Upgrade,2026-03-02,2026-04-01,2022-10-01,202210,,999999,153,139,6F,A,816525.482,844959.1008,605329.513,641041.9146,652460.7759,530001.4274,528545.7024,612838.0539,653294.6779,783041.8684,722382.3464,819579.1371
0.0043%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5073,CN5073,ML 南京 中央,江苏省,南京市,F2,#REF!,,Y24 UPGRADE,2024-08-10,2024-08-10,2020-12-25,202012,,999999,196,160,6F,A,1016430.015,1051824.849,753528.3341,797983.9668,812198.4323,659758.1715,657946.051,762875.1414,813236.4931,974748.8301,899238.4385,1020231.277
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5442,CN5442,ML 南通 建设路文峰,江苏省,南通市,F2,#REF!,,Existing,,,2021-12-24,202112,,999999,310,232,4F,A,881171.2267,911855.9845,653254.5049,691794.3195,704117.2319,571962.5636,570391.5863,661357.5101,705017.1555,845036.657,779574.615,884466.6449
0.0000%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN6146,CN6146,ML 南通 中南城,江苏省,南通市,F2,#REF!,,Existing,,,2023-09-05,202309,,999999,260,220,1F,A,737956.0386,763653.6575,547082.2152,579358.2225,589678.3139,479002.5081,477686.8589,553868.2534,590431.9745,707694.3561,652871.743,740715.8584
10.6519%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5048,CN5048,ML 上海 K11,上海市,上海市,F2,#REF!,,CLOSED,,,2020-11-19,202011,2022-10-15,202210,112,97,B2,,0,0,0,0,0,0,0,0,0,0,0,0
0.0699%,MLB,Offline,FR,CENTRAL,华东,上海凌博商贸有限公司,D001,FP,CN5077,CN5077,ML 上海 大宁国际,上海市,上海市,F2,#REF!,,Y25 UPGRADE,2025-11-15,2025-12-15,2021-01-01,202101,,999999,137,108,1F,A,547002.4545,566050.5547,405519.1622,429443.4264,437093.0898,355055.7675,354080.5558,410549.2444,437651.7331,524571.2882,483934.5804,549048.143
